"rules" "support" "confidence" "coverage" "lift" "count"
"3742" "{Flat Shoes Ballerina,Sepatu Sport merk Y} => {Celana Pendek Jeans}" 0.032463768115942 0.695652173913043 0.0466666666666667 2.95930949445129 112
"650" "{Dompet Flip Cover,Kuas Makeup } => {Tas Travel}" 0.0191304347826087 0.653465346534653 0.0292753623188406 2.95860294690886 66
"785" "{Baju Renang Anak Perempuan,Wedges Hitam} => {Tas Travel}" 0.00434782608695652 0.652173913043478 0.00666666666666667 2.95275590551181 15
"1454" "{Hair Tonic,Shampo Biasa} => {Dompet Card Holder}" 0.0310144927536232 0.660493827160494 0.0469565217391304 2.95168873536749 107
"931" "{Celana Pendek Casual,Tas Tangan} => {Cover Koper}" 0.00376811594202899 0.928571428571429 0.00405797101449275 2.9498816101026 13
"447" "{Baju Batik Wanita,Tas Kulit Selempang} => {Hair and Scalp}" 0.00898550724637681 0.596153846153846 0.0150724637681159 2.94660568657703 31
"545" "{Serum Vitamin,Woman Ripped Jeans } => {Blouse Denim}" 0.00840579710144928 0.537037037037037 0.0156521739130435 2.94559265147501 29
"794" "{Baju Renang Anak Perempuan,Serum Vitamin} => {Tas Travel}" 0.011304347826087 0.65 0.0173913043478261 2.94291338582677 39
"2505" "{Baju Kaos Olahraga,Flat Shoes Ballerina} => {Sweater Top Panjang}" 0.00608695652173913 0.51219512195122 0.0118840579710145 2.93533749290981 21
"1695" "{Sepatu Sport merk Z,Sunblock Cream} => {Hair and Scalp}" 0.00840579710144928 0.591836734693878 0.0142028985507246 2.92526752821472 29
"2352" "{Blouse Denim,Koper Fiber} => {Celana Pendek Casual}" 0.00753623188405797 0.541666666666667 0.0139130434782609 2.92449139280125 26
"1812" "{Sepatu Sekolah Hitam W,Tank Top} => {Sepatu Sandal Anak}" 0.00782608695652174 0.9 0.00869565217391304 2.92372881355932 27
"2268" "{Atasan Kaos Putih,Koper Fiber} => {Tank Top}" 0.00405797101449275 0.5 0.00811594202898551 2.91385135135135 14
"2332" "{Koper Fiber,Tas Travel} => {Tank Top}" 0.0121739130434783 0.5 0.0243478260869565 2.91385135135135 42
"2617" "{Baju Renang Pria Dewasa,Celana Tactical } => {Tank Top}" 0.00782608695652174 0.5 0.0156521739130435 2.91385135135135 27
"2625" "{Baju Renang Pria Dewasa,Celana Pendek Jeans} => {Tank Top}" 0.0101449275362319 0.5 0.0202898550724638 2.91385135135135 35
"2629" "{Baju Renang Pria Dewasa,Cover Koper} => {Tank Top}" 0.0118840579710145 0.5 0.023768115942029 2.91385135135135 41
"2631" "{Baju Renang Pria Dewasa,Serum Vitamin} => {Tank Top}" 0.0168115942028986 0.5 0.0336231884057971 2.91385135135135 58
"3013" "{Gembok Koper,Tali Pinggang Anak} => {Tank Top}" 0.0072463768115942 0.5 0.0144927536231884 2.91385135135135 25
"885" "{Tas Pinggang Wanita,Tas Tangan} => {Cover Koper}" 0.00318840579710145 0.916666666666667 0.00347826086956522 2.91206261510129 11
"893" "{Shampo Anti Dandruff,Tas Tangan} => {Cover Koper}" 0.00318840579710145 0.916666666666667 0.00347826086956522 2.91206261510129 11
"1446" "{Hair Tonic,Sepatu Sport merk Z} => {Dompet Card Holder}" 0.012463768115942 0.651515151515151 0.0191304347826087 2.91156382477626 43
"1022" "{Tank Top,Tas Makeup} => {Celana Pendek Jeans}" 0.00376811594202899 0.684210526315789 0.00550724637681159 2.91063664092414 13
"1400" "{Celana Tactical ,Hair Tonic} => {Dompet Card Holder}" 0.00753623188405797 0.65 0.0115942028985507 2.90479274611399 26
"318" "{Dompet Unisex,Hair Dryer} => {Sepatu Sandal Anak}" 0.0144927536231884 0.892857142857143 0.016231884057971 2.90052461662631 50
"186" "{Baju Renang Pria Anak-anak,Celana Jeans Sobek Wanita} => {Celana Jogger Casual}" 0.00608695652173913 0.954545454545455 0.0063768115942029 2.89892765685019 21
"435" "{Shampo Biasa,Tas Kulit Selempang} => {Sweater Top Panjang}" 0.0133333333333333 0.505494505494505 0.0263768115942029 2.8969369500931 46
"316" "{Dompet Unisex,Sepatu Sport merk Z} => {Hair Dryer}" 0.00318840579710145 0.6875 0.00463768115942029 2.88900730816078 11
"2354" "{Dompet Flip Cover,Koper Fiber} => {Celana Pendek Casual}" 0.00898550724637681 0.53448275862069 0.0168115942028986 2.88570503480654 31
"1670" "{Shampo Anti Dandruff,Sunblock Cream} => {Hair and Scalp}" 0.00405797101449275 0.583333333333333 0.00695652173913044 2.88323782234957 14
"3616" "{Baju Renang Wanita Dewasa,Shampo Anti Dandruff} => {Flat Shoes Ballerina}" 0.0121739130434783 0.538461538461538 0.0226086956521739 2.88014311270125 42
"1405" "{Hair Tonic,Sweater Top Panjang} => {Celana Pendek Casual}" 0.00463768115942029 0.533333333333333 0.00869565217391304 2.87949921752739 16
"2237" "{Dompet STNK Gantungan,Koper Fiber} => {Celana Pendek Casual}" 0.00463768115942029 0.533333333333333 0.00869565217391304 2.87949921752739 16
"2257" "{Baju Kaos Anak - Superheroes,Koper Fiber} => {Celana Pendek Casual}" 0.00463768115942029 0.533333333333333 0.00869565217391304 2.87949921752739 16
"980" "{Baju Batik Wanita,Tas Tangan} => {Cover Koper}" 0.00840579710144928 0.90625 0.00927536231884058 2.87897099447514 29
"195" "{Baju Kemeja Putih,Baju Renang Pria Anak-anak} => {Celana Jogger Casual}" 0.00521739130434783 0.947368421052632 0.0055072463768116 2.87713120830245 18
"3343" "{Atasan Kaos Putih,Dompet Flip Cover} => {Tas Travel}" 0.0115942028985507 0.634920634920635 0.0182608695652174 2.87464066991626 40
"788" "{Baju Renang Anak Perempuan,Sepatu Sandal Anak} => {Tas Travel}" 0.00550724637681159 0.633333333333333 0.00869565217391304 2.86745406824147 19
"1678" "{Sunblock Cream,Tank Top} => {Sweater Top Panjang}" 0.00492753623188406 0.5 0.00985507246376812 2.86544850498339 17
"1929" "{Baju Kaos Anak - Superheroes,Sepatu Kulit Casual} => {Blouse Denim}" 0.00347826086956522 0.521739130434783 0.00666666666666667 2.86168521462639 12
"1623" "{Sunblock Cream,Tas Multifungsi} => {Hair and Scalp}" 0.00318840579710145 0.578947368421053 0.00550724637681159 2.86155934248228 11
"1452" "{Hair Tonic,Serum Vitamin} => {Dompet Card Holder}" 0.0185507246376812 0.64 0.0289855072463768 2.86010362694301 64
"651" "{Kuas Makeup ,Sepatu Sport merk Z} => {Tas Travel}" 0.00347826086956522 0.631578947368421 0.00550724637681159 2.85951098217986 12
"530" "{Celana Pendek Casual,Woman Ripped Jeans } => {Blouse Denim}" 0.00376811594202899 0.52 0.0072463768115942 2.85214626391097 13
"787" "{Baju Renang Anak Perempuan,Tali Pinggang Gesper Pria} => {Tas Travel}" 0.00492753623188406 0.62962962962963 0.00782608695652174 2.85068533100029 17
"2538" "{Baju Renang Pria Dewasa,Minyak Rambut} => {Tas Travel}" 0.00492753623188406 0.62962962962963 0.00782608695652174 2.85068533100029 17
"1409" "{Flat Shoes Ballerina,Hair Tonic} => {Celana Pendek Casual}" 0.00550724637681159 0.527777777777778 0.0104347826086957 2.84950443401148 19
"16" "{Baju Renang Pria Anak-anak} => {Celana Jeans Sobek Wanita}" 0.0063768115942029 0.6875 0.00927536231884058 2.84397482014389 22
"191" "{Baju Renang Pria Anak-anak,Serum Vitamin} => {Celana Jeans Sobek Wanita}" 0.00318840579710145 0.6875 0.00463768115942029 2.84397482014389 11
"1340" "{Gembok Koper,Hair Tonic} => {Dompet Card Holder}" 0.00405797101449275 0.636363636363636 0.0063768115942029 2.84385303815356 14
"1361" "{Hair Tonic,Tas Sekolah Anak Laki-laki} => {Dompet Card Holder}" 0.00405797101449275 0.636363636363636 0.0063768115942029 2.84385303815356 14
"1803" "{Sepatu Sekolah Hitam W,Tas Waist Bag} => {Sepatu Sandal Anak}" 0.00811594202898551 0.875 0.00927536231884058 2.84251412429379 28
"2300" "{Koper Fiber,Tas Pinggang Wanita} => {Celana Pendek Casual}" 0.00579710144927536 0.526315789473684 0.0110144927536232 2.84161106992834 20
"326" "{Dompet Unisex,Shampo Biasa} => {Hair Dryer}" 0.0072463768115942 0.675675675675676 0.0107246376811594 2.83931922177964 25
"3348" "{Atasan Kaos Putih,Dompet Flip Cover} => {Wedges Hitam}" 0.0127536231884058 0.698412698412698 0.0182608695652174 2.83807280273711 44
"3617" "{Baju Renang Wanita Dewasa,Shampo Anti Dandruff} => {Celana Pendek Jeans}" 0.0150724637681159 0.666666666666667 0.0226086956521739 2.83600493218249 52
"1755" "{Baju Kaos Anak - Karakter Kartun,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.00579710144927536 0.869565217391304 0.00666666666666667 2.82485875706215 20
"1542" "{Obat Penumbuh Rambut,Tas Waist Bag} => {Hair and Scalp}" 0.00463768115942029 0.571428571428571 0.00811594202898551 2.82439623413835 16
"1999" "{Sepatu Kulit Casual,Serum Vitamin} => {Hair and Scalp}" 0.0278260869565217 0.571428571428571 0.048695652173913 2.82439623413835 96
"544" "{Baju Batik Wanita,Woman Ripped Jeans } => {Blouse Denim}" 0.00579710144927536 0.512820512820513 0.011304347826087 2.81276751864987 20
"974" "{Sepatu Sandal Anak,Tas Tangan} => {Cover Koper}" 0.00666666666666667 0.884615384615385 0.00753623188405797 2.8102422439439 23
"1389" "{Hair Tonic,Tas Waist Bag} => {Dompet Card Holder}" 0.0063768115942029 0.628571428571429 0.0101449275362319 2.80903034789045 22
"1449" "{Cover Koper,Hair Tonic} => {Dompet Card Holder}" 0.0107246376811594 0.627118644067797 0.0171014492753623 2.80253798190919 37
"1914" "{Baju Kaos Olahraga,Sepatu Kulit Casual} => {Hair Dryer}" 0.00347826086956522 0.666666666666667 0.00521739130434783 2.80146163215591 12
"45" "{Kuas Makeup } => {Tas Travel}" 0.0211594202898551 0.61864406779661 0.0342028985507246 2.80094755104764 73
"1677" "{Sunblock Cream,Tas Ransel Mini} => {Hair and Scalp}" 0.00492753623188406 0.566666666666667 0.00869565217391304 2.80085959885387 17
"1703" "{Dompet Flip Cover,Sunblock Cream} => {Tas Travel}" 0.0159420289855072 0.617977528089888 0.0257971014492754 2.79792975316288 55
"1864" "{Dompet Flip Cover,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.012463768115942 0.86 0.0144927536231884 2.79378531073446 43
"1565" "{Blouse Denim,Obat Penumbuh Rambut} => {Hair and Scalp}" 0.00753623188405797 0.565217391304348 0.0133333333333333 2.79369627507163 26
"1870" "{Hair Dryer,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0142028985507246 0.859649122807018 0.0165217391304348 2.79264545544653 49
"1815" "{Celana Tactical ,Sepatu Sekolah Hitam W} => {Blouse Denim}" 0.00898550724637681 0.508196721311475 0.0176811594202899 2.78740650003909 31
"1736" "{Baju Kaos Olahraga,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.00521739130434783 0.857142857142857 0.00608695652173913 2.78450363196126 18
"882" "{Baju Renang Wanita Dewasa,Tas Tangan} => {Cover Koper}" 0.00405797101449275 0.875 0.00463768115942029 2.77969613259669 14
"1892" "{Baju Batik Wanita,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0205797101449275 0.855421686746988 0.0240579710144928 2.77891225920632 71
"3295" "{Atasan Kaos Putih,Baju Renang Wanita Dewasa} => {Wedges Hitam}" 0.00869565217391304 0.681818181818182 0.0127536231884058 2.77063925473819 30
"936" "{Hair and Scalp,Tas Tangan} => {Celana Pendek Jeans}" 0.00376811594202899 0.65 0.00579710144927536 2.76510480887793 13
"1867" "{Celana Pendek Jeans,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0115942028985507 0.851063829787234 0.0136231884057971 2.76475537925231 40
"941" "{Dompet Card Holder,Tas Tangan} => {Cover Koper}" 0.00579710144927536 0.869565217391304 0.00666666666666667 2.76243093922652 20
"1487" "{Obat Penumbuh Rambut,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.00492753623188406 0.85 0.00579710144927536 2.76129943502825 17
"789" "{Baju Renang Anak Perempuan,Cover Koper} => {Tas Travel}" 0.0072463768115942 0.609756097560976 0.0118840579710145 2.76070674092568 25
"74" "{Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0605797101449275 0.849593495934959 0.071304347826087 2.75997887097515 209
"2341" "{Koper Fiber,Sweater Top Panjang} => {Celana Pendek Casual}" 0.00666666666666667 0.511111111111111 0.0130434782608696 2.75952008346375 23
"3453" "{Celana Pendek Casual,Kaos} => {Celana Pendek Jeans}" 0.0234782608695652 0.648 0.036231884057971 2.75659679408138 81
"1693" "{Hair Dryer,Sunblock Cream} => {Hair and Scalp}" 0.00985507246376812 0.557377049180328 0.0176811594202899 2.75494386772512 34
"340" "{Baju Batik Wanita,Dompet Unisex} => {Sepatu Sandal Anak}" 0.0144927536231884 0.847457627118644 0.0171014492753623 2.75304031408599 50
"327" "{Celana Jeans Sobek Wanita,Dompet Unisex} => {Sepatu Sandal Anak}" 0.00318840579710145 0.846153846153846 0.00376811594202899 2.74880486744894 11
"1322" "{Hair Tonic,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.00318840579710145 0.846153846153846 0.00376811594202899 2.74880486744894 11
"1890" "{Celana Jogger Casual,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0202898550724638 0.843373493975904 0.0240579710144928 2.73977264992172 70
"1880" "{Sepatu Sekolah Hitam W,Sepatu Sport merk Z} => {Sepatu Sandal Anak}" 0.012463768115942 0.843137254901961 0.0147826086956522 2.73900520660242 43
"2506" "{Baju Kaos Olahraga,Sweater Top Panjang} => {Dompet Card Holder}" 0.0197101449275362 0.612612612612613 0.0321739130434783 2.73771180506932 68
"1746" "{Minyak Rambut,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.00463768115942029 0.842105263157895 0.00550724637681159 2.73565269104966 16
"1853" "{Hair and Scalp,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0107246376811594 0.840909090909091 0.0127536231884058 2.73176682074987 37
"321" "{Baju Kemeja Putih,Dompet Unisex} => {Hair Dryer}" 0.00376811594202899 0.65 0.00579710144927536 2.73142509135201 13
"1410" "{Flat Shoes Ballerina,Hair Tonic} => {Dompet Card Holder}" 0.0063768115942029 0.611111111111111 0.0104347826086957 2.73100172711572 22
"2651" "{Baju Renang Pria Dewasa,Dompet Flip Cover} => {Tas Travel}" 0.0110144927536232 0.603174603174603 0.0182608695652174 2.73090863642045 38
"55" "{Tas Tangan} => {Cover Koper}" 0.0318840579710145 0.859375 0.0371014492753623 2.73005870165746 110
"3260" "{Baju Kaos Anak - Karakter Kartun,Cover Koper} => {Celana Pendek Jeans}" 0.0342028985507246 0.641304347826087 0.0533333333333333 2.72811344019729 118
"342" "{Dompet Unisex,Serum Vitamin} => {Sepatu Sandal Anak}" 0.0150724637681159 0.838709677419355 0.0179710144927536 2.72462183342446 52
"3571" "{Celana Pendek Green/Hijau,Shampo Anti Dandruff} => {Flat Shoes Ballerina}" 0.00811594202898551 0.509090909090909 0.0159420289855072 2.723044397463 28
"929" "{Flat Shoes Ballerina,Tas Tangan} => {Cover Koper}" 0.00347826086956522 0.857142857142857 0.00405797101449275 2.72296764009471 12
"1861" "{Sepatu Sekolah Hitam W,Tas Travel} => {Sepatu Sandal Anak}" 0.0104347826086957 0.837209302325581 0.012463768115942 2.71974773354356 36
"93" "{Baju Renang Pria Dewasa} => {Tas Travel}" 0.0544927536231884 0.600638977635783 0.0907246376811594 2.71942844205177 188
"677" "{Kuas Makeup ,Wedges Hitam} => {Hair Dryer}" 0.00318840579710145 0.647058823529412 0.00492753623188406 2.71906570179838 11
"1486" "{Obat Penumbuh Rambut,Sepatu Sekolah Hitam W} => {Hair and Scalp}" 0.00318840579710145 0.55 0.00579710144927536 2.71848137535817 11
"652" "{Kuas Makeup ,Tali Pinggang Gesper Pria} => {Tas Travel}" 0.00434782608695652 0.6 0.0072463768115942 2.71653543307087 15
"656" "{Baju Batik Wanita,Kuas Makeup } => {Tas Travel}" 0.00608695652173913 0.6 0.0101449275362319 2.71653543307087 21
"775" "{Baju Renang Anak Perempuan,Hair and Scalp} => {Tas Travel}" 0.00347826086956522 0.6 0.00579710144927536 2.71653543307087 12
"1891" "{Baju Kemeja Putih,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0205797101449275 0.835294117647059 0.0246376811594203 2.71352608840146 71
"1459" "{Celana Jogger Casual,Hair Tonic} => {Dompet Flip Cover}" 0.0191304347826087 0.616822429906542 0.0310144927536232 2.71087564735996 66
"983" "{Shampo Biasa,Tas Tangan} => {Cover Koper}" 0.0168115942028986 0.852941176470588 0.0197101449275362 2.70961975950601 58
"444" "{Hair and Scalp,Tas Kulit Selempang} => {Wedges Hitam}" 0.00811594202898551 0.666666666666667 0.0121739130434783 2.70906949352179 28
"1241" "{Cream Whitening,Kaos} => {Wedges Hitam}" 0.00985507246376812 0.666666666666667 0.0147826086956522 2.70906949352179 34
"2665" "{Baju Renang Pria Dewasa,Dompet Flip Cover} => {Wedges Hitam}" 0.0121739130434783 0.666666666666667 0.0182608695652174 2.70906949352179 42
"4015" "{Tank Top,Tas Travel} => {Wedges Hitam}" 0.048695652173913 0.666666666666667 0.0730434782608696 2.70906949352179 168
"2356" "{Celana Pendek Casual,Koper Fiber} => {Celana Jogger Casual}" 0.0356521739130435 0.891304347826087 0.04 2.7068661971831 123
"969" "{Sepatu Sport merk Z,Tas Tangan} => {Cover Koper}" 0.00666666666666667 0.851851851851852 0.00782608695652174 2.70615919787191 23
"2353" "{Hair and Scalp,Koper Fiber} => {Celana Pendek Casual}" 0.00782608695652174 0.5 0.0156521739130435 2.69953051643192 27
"1497" "{Baju Kaos Olahraga,Obat Penumbuh Rambut} => {Hair and Scalp}" 0.00347826086956522 0.545454545454545 0.0063768115942029 2.69601458713207 12
"1684" "{Flat Shoes Ballerina,Sunblock Cream} => {Hair and Scalp}" 0.00521739130434783 0.545454545454545 0.00956521739130435 2.69601458713207 18
"3624" "{Baju Renang Wanita Dewasa,Tas Ransel Mini} => {Wedges Hitam}" 0.0249275362318841 0.661538461538462 0.0376811594202899 2.68823049741778 86
"836" "{Minyak Rambut,Tas Tangan} => {Cover Koper}" 0.00318840579710145 0.846153846153846 0.00376811594202899 2.68805779855504 11
"927" "{Sweater Top Panjang,Tas Tangan} => {Cover Koper}" 0.00318840579710145 0.846153846153846 0.00376811594202899 2.68805779855504 11
"1702" "{Sunblock Cream,Tas Travel} => {Dompet Flip Cover}" 0.0159420289855072 0.611111111111111 0.0260869565217391 2.68577494692144 55
"1700" "{Shampo Biasa,Sunblock Cream} => {Hair and Scalp}" 0.0165217391304348 0.542857142857143 0.0304347826086957 2.68317642243144 57
"1376" "{Hair Tonic,Sepatu Sport merk Y} => {Dompet Card Holder}" 0.00347826086956522 0.6 0.00579710144927536 2.68134715025907 12
"604" "{Jeans Jumbo,Kuas Makeup } => {Tas Travel}" 0.00376811594202899 0.590909090909091 0.0063768115942029 2.67537580529707 13
"15" "{Baju Renang Pria Anak-anak} => {Flat Shoes Ballerina}" 0.00463768115942029 0.5 0.00927536231884058 2.67441860465116 16
"2739" "{Dompet STNK Gantungan,Shampo Anti Dandruff} => {Flat Shoes Ballerina}" 0.00550724637681159 0.5 0.0110144927536232 2.67441860465116 19
"796" "{Baju Renang Anak Perempuan,Shampo Biasa} => {Tas Travel}" 0.0171014492753623 0.59 0.0289855072463768 2.67125984251969 59
"1759" "{Jeans Jumbo,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.00666666666666667 0.821428571428571 0.00811594202898551 2.66848264729621 23
"1671" "{Shampo Anti Dandruff,Sunblock Cream} => {Celana Pendek Jeans}" 0.00434782608695652 0.625 0.00695652173913044 2.65875462392109 15
"2413" "{Baju Batik Wanita,Koper Fiber} => {Sepatu Sandal Anak}" 0.0466666666666667 0.817258883248731 0.0571014492753623 2.65493705010181 161
"655" "{Celana Jogger Casual,Kuas Makeup } => {Tas Travel}" 0.00492753623188406 0.586206896551724 0.00840579710144928 2.65408634265544 17
"2635" "{Baju Renang Pria Dewasa,Sweater Top Panjang} => {Tas Travel}" 0.00695652173913044 0.585365853658537 0.0118840579710145 2.65027847128865 24
"4173" "{Baju Kemeja Putih,Blouse Denim} => {Hair and Scalp}" 0.0495652173913043 0.536050156739812 0.092463768115942 2.6495315770091 171
"971" "{Tali Pinggang Gesper Pria,Tas Tangan} => {Cover Koper}" 0.00579710144927536 0.833333333333333 0.00695652173913043 2.64732965009208 20
"3634" "{Baju Renang Wanita Dewasa,Sweater Top Panjang} => {Dompet Card Holder}" 0.0226086956521739 0.590909090909091 0.0382608695652174 2.64072067828545 78
"455" "{Hair Dryer,Tas Kulit Selempang} => {Dompet Flip Cover}" 0.00434782608695652 0.6 0.0072463768115942 2.63694267515924 15
"1377" "{Hair Tonic,Sepatu Sport merk Y} => {Dompet Flip Cover}" 0.00347826086956522 0.6 0.00579710144927536 2.63694267515924 12
"1874" "{Celana Jeans Sobek Wanita,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.0147826086956522 0.80952380952381 0.0182608695652174 2.62980898574119 51
"2662" "{Baju Kemeja Putih,Baju Renang Pria Dewasa} => {Tas Travel}" 0.0168115942028986 0.58 0.0289855072463768 2.6259842519685 58
"654" "{Cover Koper,Kuas Makeup } => {Tas Travel}" 0.00434782608695652 0.576923076923077 0.00753623188405797 2.61205330102968 15
"1692" "{Dompet Card Holder,Sunblock Cream} => {Hair and Scalp}" 0.00550724637681159 0.527777777777778 0.0104347826086957 2.60864374403056 19
"1088" "{Celana Panjang Format Hitam,Cream Whitening} => {Baju Batik Wanita}" 0.0266666666666667 0.989247311827957 0.0269565217391304 2.60129819040126 92
"308" "{Dompet Unisex,Tas Travel} => {Sepatu Sandal Anak}" 0.00347826086956522 0.8 0.00434782608695652 2.59887005649718 12
"2082" "{Atasan Kaos Putih,Tas Multifungsi} => {Sepatu Sport merk Z}" 0.00405797101449275 0.666666666666667 0.00608695652173913 2.59009009009009 14
"1884" "{Sepatu Sekolah Hitam W,Tali Pinggang Gesper Pria} => {Sepatu Sandal Anak}" 0.0159420289855072 0.797101449275362 0.02 2.5894538606403 55
"1510" "{Atasan Kaos Putih,Obat Penumbuh Rambut} => {Hair and Scalp}" 0.00318840579710145 0.523809523809524 0.00608695652173913 2.58902988129349 11
"2447" "{Baju Kaos Olahraga,Gembok Koper} => {Tas Travel}" 0.00347826086956522 0.571428571428571 0.00608695652173913 2.58717660292463 12
"2652" "{Baju Renang Pria Dewasa,Celana Pendek Jeans} => {Tas Travel}" 0.0115942028985507 0.571428571428571 0.0202898550724638 2.58717660292463 40
"1981" "{Sepatu Kulit Casual,Sweater Top Panjang} => {Hair and Scalp}" 0.00666666666666667 0.522727272727273 0.0127536231884058 2.58368064600156 23
"981" "{Serum Vitamin,Tas Tangan} => {Cover Koper}" 0.011304347826087 0.8125 0.0139130434782609 2.58114640883978 39
"1696" "{Celana Jogger Casual,Sunblock Cream} => {Hair and Scalp}" 0.0104347826086957 0.521739130434783 0.02 2.57879656160458 36
"2415" "{Koper Fiber,Serum Vitamin} => {Sepatu Sandal Anak}" 0.0478260869565217 0.793269230769231 0.0602898550724638 2.57700456323338 165
"2480" "{Baju Kaos Olahraga,Baju Renang Wanita Dewasa} => {Dompet Card Holder}" 0.0185507246376812 0.576576576576577 0.0321739130434783 2.57666993418289 64
"2740" "{Dompet STNK Gantungan,Shampo Anti Dandruff} => {Celana Pendek Jeans}" 0.00666666666666667 0.605263157894737 0.0110144927536232 2.57479395158673 23
"3299" "{Atasan Kaos Putih,Tas Pinggang Wanita} => {Celana Jogger Casual}" 0.0304347826086957 0.846774193548387 0.0359420289855072 2.57162937301227 105
"2244" "{Dompet Kulit Pria,Koper Fiber} => {Tas Travel}" 0.00985507246376812 0.566666666666667 0.0173913043478261 2.56561679790026 34
"438" "{Celana Pendek Casual,Tas Kulit Selempang} => {Dompet Flip Cover}" 0.00405797101449275 0.583333333333333 0.00695652173913044 2.56369426751592 14
"1640" "{Baju Kaos Anak - Superheroes,Sunblock Cream} => {Hair and Scalp}" 0.00405797101449275 0.518518518518518 0.00782608695652174 2.56287806431073 14
"313" "{Celana Pendek Jeans,Dompet Unisex} => {Sepatu Sandal Anak}" 0.00318840579710145 0.785714285714286 0.00405797101449275 2.55246166263115 11
"877" "{Celana Pendek Green/Hijau,Tas Tangan} => {Celana Pendek Jeans}" 0.00608695652173913 0.6 0.0101449275362319 2.55240443896424 21
"3368" "{Jeans Jumbo,Kaos} => {Celana Pendek Jeans}" 0.00782608695652174 0.6 0.0130434782608696 2.55240443896424 27
"3684" "{Shampo Anti Dandruff,Tas Pinggang Wanita} => {Celana Pendek Jeans}" 0.0104347826086957 0.6 0.0173913043478261 2.55240443896424 36
"456" "{Celana Jogger Casual,Tas Kulit Selempang} => {Dompet Flip Cover}" 0.00521739130434783 0.580645161290323 0.00898550724637681 2.55188000821862 18
"2245" "{Dompet Kulit Pria,Koper Fiber} => {Celana Jeans Sobek Wanita}" 0.0107246376811594 0.616666666666667 0.0173913043478261 2.55095923261391 37
"2830" "{Dompet Kulit Pria,Tank Top} => {Tas Travel}" 0.0118840579710145 0.561643835616438 0.0211594202898551 2.54287563369647 41
"1741" "{Dompet Kulit Pria,Sepatu Sekolah Hitam W} => {Sepatu Sandal Anak}" 0.00521739130434783 0.782608695652174 0.00666666666666667 2.54237288135593 18
"963" "{Hair Dryer,Tas Tangan} => {Cover Koper}" 0.00463768115942029 0.8 0.00579710144927536 2.5414364640884 16
"968" "{Tas Tangan,Wedges Hitam} => {Cover Koper}" 0.00463768115942029 0.8 0.00579710144927536 2.5414364640884 16
"3004" "{Baju Renang Wanita Dewasa,Gembok Koper} => {Wedges Hitam}" 0.00869565217391304 0.625 0.0139130434782609 2.53975265017668 30
"2664" "{Baju Renang Pria Dewasa,Serum Vitamin} => {Tas Travel}" 0.0188405797101449 0.560344827586207 0.0336231884057971 2.53699429812653 65
"2562" "{Baju Kaos Anak - Karakter Kartun,Baju Renang Pria Dewasa} => {Tas Travel}" 0.00405797101449275 0.56 0.0072463768115942 2.53543307086614 14
"2654" "{Baju Renang Pria Dewasa,Celana Jeans Sobek Wanita} => {Tas Travel}" 0.0121739130434783 0.56 0.0217391304347826 2.53543307086614 42
"1406" "{Hair Tonic,Sweater Top Panjang} => {Dompet Card Holder}" 0.00492753623188406 0.566666666666667 0.00869565217391304 2.53238341968912 17
"3331" "{Atasan Kaos Putih,Celana Pendek Casual} => {Tas Travel}" 0.0110144927536232 0.558823529411765 0.0197101449275362 2.5301065308013 38
"339" "{Dompet Unisex,Sepatu Sandal Anak} => {Baju Batik Wanita}" 0.0144927536231884 0.961538461538462 0.0150724637681159 2.52843574108818 50
"2011" "{Sepatu Kulit Casual,Serum Vitamin} => {Hair Dryer}" 0.0292753623188406 0.601190476190476 0.048695652173913 2.52631807899774 101
"1122" "{Baju Kaos Anak - Karakter Kartun,Celana Panjang Format Hitam} => {Baju Batik Wanita}" 0.027536231884058 0.95959595959596 0.028695652173913 2.52332779009608 95
"2347" "{Flat Shoes Ballerina,Koper Fiber} => {Sepatu Sandal Anak}" 0.0110144927536232 0.775510204081633 0.0142028985507246 2.51931280986971 38
"2941" "{Hair Dryer,Minyak Rambut} => {Dompet Flip Cover}" 0.0171014492753623 0.572815533980582 0.0298550724637681 2.51746954424587 59
"1660" "{Baju Renang Wanita Dewasa,Sunblock Cream} => {Wedges Hitam}" 0.00753623188405797 0.619047619047619 0.0121739130434783 2.51556452969881 26
